"Charlie and the Chocolate Factory (2015)","magnet:?xt=urn:btih:8E40861BCEFDA4797BA8E43C508E2E835D2D0B74&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%A7%D0%B0%D1%80%D0%BB%D0%B8%20%D0%B8%20%D1%88%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0%D0%B4%D0%BD%D0%B0%D1%8F%20%D1%84%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0%20%2F%20Charlie%20and%20the%20Chocolate%20Factory%20(%D0%A2%D0%B8%D0%BC%20%D0%91%D0%B0%D1%80%D1%82%D0%BE%D0%BD)%20(1080)%20%5B2005%2C%20%D1%84%D1%8D%D0%BD%D1%82%D0%B5%D0%B7%D0%B8%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%2C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%B9%D0%BD%D1%8B%D0%B9%5D"
"Mission: Impossible - Fallout","magnet:?xt=urn:btih:0CDC81BA583C0D3BF7595AABED78BF6877E5A770&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D1%8F%20%D0%BD%D0%B5%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D0%BC%D0%B0%3A%20%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%2F%20Mission%3A%20Impossible%20-%20Fallout%20(%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE%D1%84%D0%B5%D1%80%20%D0%9C%D0%B0%D0%BA%D0%9A%D1%83%D0%BE%D1%80%D1%80%D0%B8%20%2F%20Christopher%20McQuarrie)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%2C%20%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D1%8F%2C%20%D0%9D%D0%BE%D1%80%D0%B2%D0%B5%D0%B3%D0%B8%D1%8F%2C%20%D0%B1%D0%BE"
"Office Christmas Party","magnet:?xt=urn:btih:B007DDD3FCF476D577504874D1F8EE5F87D6D601&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9%20%D0%BA%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%82%D0%B8%D0%B2%20%2F%20Office%20Christmas%20Party%20(%D0%94%D0%B6%D0%BE%D1%88%20%D0%93%D0%BE%D1%80%D0%B4%D0%BE%D0%BD%20%2F%20Josh%20Gordon%2C%20%D0%A3%D0%B8%D0%BB%D0%BB%20%D0%A1%D0%BF%D0%B5%D0%BA%20%2F%20Will%20Speck)%20%5B2016%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20%5BTheatrical%20Cut%5D%20"
"Get Santa","magnet:?xt=urn:btih:8A38B8621F0FFA9FEDEA32706306354769D91DA3&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%94%D0%BE%D1%81%D1%82%D0%B0%D1%82%D1%8C%20%D0%A1%D0%B0%D0%BD%D1%82%D1%83%20%2F%20Get%20Santa%20%2F%20Untitled%20Christmas%20Project%20(%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE%D1%84%D0%B5%D1%80%20%D0%A1%D0%BC%D0%B8%D1%82%20%2F%20Christopher%20Smith)%20%5B2014%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%B9%D0%BD%D1%8B%D0%B9%2C%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F"
"The Terminal (2014)","magnet:?xt=urn:btih:05BEEC9CB2EBF4C4F8DDB32429C37DDD5ED91FB5&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%A2%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%20%2F%20The%20Terminal%20(%D0%A1%D1%82%D0%B8%D0%B2%D0%B5%D0%BD%20%D0%A1%D0%BF%D0%B8%D0%BB%D0%B1%D0%B5%D1%80%D0%B3%20%2F%20Steven%20Spielberg)%20%5B2004%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20%2B%20MVO%20%2B%20DVO%20%2B%202x%20AVO%20%2B%202%D1%85%20Ukr%20%2B%20Original%20Eng"
"Venom","magnet:?xt=urn:btih:5FE4950578857F85B86080E2DB35F13AFC597984&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%92%D0%B5%D0%BD%D0%BE%D0%BC%20%2F%20Venom%20(%D0%A0%D1%83%D0%B1%D0%B5%D0%BD%20%D0%A4%D0%BB%D1%8F%D0%B9%D1%88%D0%B5%D1%80%20%2F%20Ruben%20Fleischer)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%83%D0%B6%D0%B0%D1%81%D1%8B%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20WEB-DL%201080p%5D%20%5B%D0%9B%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D1%80%D1%8F%D0%B4%5D%20Dub"
"Real Steel","magnet:?xt=urn:btih:79252EAE56017DC6C316F33E949CD7627116C294&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%96%D0%B8%D0%B2%D0%B0%D1%8F%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C%20%2F%20Real%20Steel%20(%D0%A8%D0%BE%D0%BD%20%D0%9B%D0%B5%D0%B2%D0%B8%20%2F%20Shawn%20Levy)%20%5B2011%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%84%D0%B0%D0%BD%D1%82%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%B9%D0%BD%D1%8B%D0%B9%2C%20WEBRip%201080p%5D%20%5BOpen%20Matte%5D%20%5B%D0%9B%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE%D1%80%D1%8F%D0%B4%5D%20Dub%20(R)"
"Escape Plan","magnet:?xt=urn:btih:CC3B5C693F9340459E6815D18CDBE501785DD0FA&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%9F%D0%BB%D0%B0%D0%BD%20%D0%BF%D0%BE%D0%B1%D0%B5%D0%B3%D0%B0%20%2F%20Escape%20Plan%20(%D0%9C%D0%B8%D0%BA%D0%B0%D1%8D%D0%BB%D1%8C%20%D0%A5%D0%BE%D1%84%D1%81%D1%82%D1%80%D1%91%D0%BC%20%2F%20Mikael%20H%C3%A5fstr%C3%B6m)%20%5B2013%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B1%D0%BE%D0%B5%D0%B2%D0%B8%D0%BA%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%2C%20BDRip%201080p%5D%20Dub%20(%D0%9F%D0%B8%D1%84%D0%B0%D0%B3%D0%BE%D1%80)%20%2B%20MVO%20(Baibako)%20%2B%203x%20"
"Race (2016)","magnet:?xt=urn:btih:3FC5AE2AF68FD0E6D3FE0F8AE200063AD2D90AA3&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%A1%D0%B8%D0%BB%D0%B0%20%D0%B2%D0%BE%D0%BB%D0%B8%20%2F%20%D0%93%D0%BE%D0%BD%D0%BA%D0%B0%20%2F%20Race%20(%D0%A1%D1%82%D0%B8%D0%B2%D0%B5%D0%BD%20%D0%A5%D0%BE%D0%BF%D0%BA%D0%B8%D0%BD%D1%81%20%2F%20Stephen%20Hopkins)%20%5B2016%2C%20%D0%9A%D0%B0%D0%BD%D0%B0%D0%B4%D0%B0%2C%20%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20%D1%81%D0%BF%D0%BE%D1%80%D1%82%2C%20BDRemux%201080p%5D%20Dub%20%2B%20VO%20(%D0%94.%D0%95%D1%81%D0%B0%D1%80%D0%B5%D0%B2)%20%2B%20Sub"
Blockers,"magnet:?xt=urn:btih:4A535E1318AA25D82CF0C496D62499C4D50FA7EC&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A1%D0%B5%D0%BA%D1%81%D0%B0%20%D0%BD%D0%B5%20%D0%B1%D1%83%D0%B4%D0%B5%D1%82!!!%20%2F%20Blockers%20(%D0%9A%D1%8D%D0%B9%20%D0%9A%D1%8D%D0%BD%D0%BD%D0%BE%D0%BD%20%2F%20Kay%20Cannon)%20%5B2018%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20Dub%20%2B%20MVO%20(HDrezka%20Studio)%20%2B%20Sub%20Eng%20%2B%20Original%20Eng"
"I Feel Pretty","magnet:?xt=urn:btih:073ba82760094acaacd97f5feeeccec8672b6eda&dn=rutor.org_%D0%9A%D1%80%D0%B0%D1%81%D0%BE%D1%82%D0%BA%D0%B0+%D0%BD%D0%B0+%D0%B2%D1%81%D1%8E+%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D1%83+%2F+I+Feel+Pretty+%282018%29+BDRip+1080p+%D0%BE%D1%82+ExKinoRay+%7C+iTunes&tr=udp://opentor.org:2710&tr=udp://opentor.org:2710&tr=retracker.local/announce"
"The Change-Up","magnet:?xt=urn:btih:7B5B558885D39985B49DD01C23EFB329710B91E1&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A5%D0%BE%D1%87%D1%83%20%D0%BA%D0%B0%D0%BA%20%D1%82%D1%8B%20%2F%20The%20Change-Up%20(%D0%94%D1%8D%D0%B2%D0%B8%D0%B4%20%D0%94%D0%BE%D0%B1%D0%BA%D0%B8%D0%BD%20%2F%20David%20Dobkin)%20%5B2011%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20BDRip%201080p%5D%20%5BUnrated%5D%20Dub%20%2B%20Sub%20Eng%20%2B%20Original%20Eng"
"Fun with Dick and Jane","magnet:?xt=urn:btih:1014DFD4B479D6EDE085EFFBEE298B990101D1B3&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet&dn=%D0%90%D1%84%D0%B5%D1%80%D0%B8%D1%81%D1%82%D1%8B%20%D0%94%D0%B8%D0%BA%20%D0%B8%20%D0%94%D0%B6%D0%B5%D0%B9%D0%BD%20%2F%20Fun%20with%20Dick%20and%20Jane%20(%D0%94%D0%B8%D0%BD%20%D0%9F%D0%B0%D1%80%D0%B8%D0%B7%D0%BE%20%2F%20Dean%20Parisot)%20%5B2005%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%BA%D0%BE%D0%BC%D0%B5%D0%B4%D0%B8%D1%8F%2C%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%2C%20BDRip%20720p%5D"
"The Man Who Knew Infinity","magnet:?xt=urn:btih:CC11E7D1A8C987C1AF21D6994275DAE1ECA62568&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet&dn=%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%2C%20%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D0%B9%20%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D0%BB%20%D0%B1%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C%20%2F%20The%20Man%20Who%20Knew%20Infinity%20(%D0%9C%D1%8D%D1%82%D1%82%20%D0%91%D1%80%D0%B0%D1%83%D0%BD%20%2F%20Matt%20Brown)%20%5B2015%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B1%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%2C%20HDRip%5D%20Dub%20(iTune)"
"The Imitation Game","magnet:?xt=urn:btih:A406CF1EC456FB41AEC0DE41E4CEDF23A4A8C30C&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%98%D0%B3%D1%80%D0%B0%20%D0%B2%20%D0%B8%D0%BC%D0%B8%D1%82%D0%B0%D1%86%D0%B8%D1%8E%20%2F%20The%20Imitation%20Game%20(%D0%9C%D0%BE%D1%80%D1%82%D0%B5%D0%BD%20%D0%A2%D0%B8%D0%BB%D1%8C%D0%B4%D1%83%D0%BC%20%2F%20Morten%20Tyldum)%20%5B2014%2C%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%2C%20%D0%A1%D0%A8%D0%90%2C%20%D1%82%D1%80%D0%B8%D0%BB%D0%BB%D0%B5%D1%80%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9%2C%20BDRip%201080p%5D%20Dub%20(BD%20RUS)%20%2B"
"Gifted (2017)","magnet:?xt=urn:btih:D47216E8FB3F8B7CBCED7FCD21C5267825BE3471&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet&dn=%D0%9E%D0%B4%D0%B0%D1%80%D1%91%D0%BD%D0%BD%D0%B0%D1%8F%20%2F%20Gifted%20(%D0%9C%D0%B0%D1%80%D0%BA%20%D0%A3%D1%8D%D0%B1%D0%B1%20%2F%20Marc%20Webb)%20%5B2017%2C%20%D0%A1%D0%A8%D0%90%2C%20%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%2C%20BDRip%201080p%5D%20Dub%20%2B%20Sub%20(Rus%2C%20Eng)%20%2B%20Original%20(Eng)"
"The House","http://37.1.207.65/parse/d.rutor.org/download/635364"
CHIPS,"magnet:?xt=urn:btih:55653630ba7f91aac634f2cd0b9f5d35e2088cfc&dn=rutor.org_%D0%9A%D0%B0%D0%BB%D0%B8%D1%84%D0%BE%D1%80%D0%BD%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9+%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D1%8B%D0%B9+%D0%BF%D0%B0%D1%82%D1%80%D1%83%D0%BB%D1%8C+%2F+CHIPS+%282017%29+BDRip+1080p+%7C+D%2C+A+%7C+iTunes&tr=udp://opentor.org:2710&tr=udp://opentor.org:2710&tr=retracker.local/announce"
"Fist Fight (2017)","magnet:?xt=urn:btih:0aa58c914aa1ed1cd77f2c174004468d8d4b03f2&dn=rutor.org_%D0%91%D0%B8%D1%82%D0%B2%D0%B0+%D0%BF%D1%80%D0%B5%D0%BF%D0%BE%D0%B4%D0%BE%D0%B2+%2F+Fist+Fight+%282017%29+BDRip-HEVC+1080p+%D0%BE%D1%82+HEVC+CLUB+%7C+D%2C+L+%7C+iTunes&tr=udp://opentor.org:2710&tr=udp://opentor.org:2710&tr=retracker.local/announce"
